Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
BubbleSort,Paralela,5000,reversed,2,4,4,4,322.9428,16,2025-10-26 14:21:11
BubbleSort,Paralela,5000,reversed,2,4,4,5,363.5482,16,2025-10-26 14:21:11
BubbleSort,Paralela,5000,reversed,3,8,8,1,156.02,16,2025-10-26 14:21:11
BubbleSort,Paralela,5000,reversed,3,8,8,2,151.8449,16,2025-10-26 14:21:11
BubbleSort,Paralela,5000,reversed,3,8,8,3,157.6586,16,2025-10-26 14:21:12
BubbleSort,Paralela,5000,reversed,3,8,8,4,166.6617,16,2025-10-26 14:21:12
BubbleSort,Paralela,5000,reversed,3,8,8,5,154.9844,16,2025-10-26 14:21:12
BubbleSort,Serial,5000,duplicates,0,1,1,1,944.6418,16,2025-10-26 14:21:13
BubbleSort,Serial,5000,duplicates,0,1,1,2,992.4135,16,2025-10-26 14:21:14
BubbleSort,Serial,5000,duplicates,0,1,1,3,898.5084,16,2025-10-26 14:21:15
BubbleSort,Serial,5000,duplicates,0,1,1,4,1056.9559,16,2025-10-26 14:21:16
BubbleSort,Serial,5000,duplicates,0,1,1,5,919.1548,16,2025-10-26 14:21:17
BubbleSort,Paralela,5000,duplicates,1,2,2,1,497.7982,16,2025-10-26 14:21:17
BubbleSort,Paralela,5000,duplicates,1,2,2,2,462.5424,16,2025-10-26 14:21:18
BubbleSort,Paralela,5000,duplicates,1,2,2,3,475.4953,16,2025-10-26 14:21:18
BubbleSort,Paralela,5000,duplicates,1,2,2,4,476.5847,16,2025-10-26 14:21:19
BubbleSort,Paralela,5000,duplicates,1,2,2,5,475.4838,16,2025-10-26 14:21:19
BubbleSort,Paralela,5000,duplicates,2,4,4,1,232.8845,16,2025-10-26 14:21:19
BubbleSort,Paralela,5000,duplicates,2,4,4,2,254.2755,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,2,4,4,3,241.1092,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,2,4,4,4,225.4859,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,2,4,4,5,237.3348,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,3,8,8,1,108.1579,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,3,8,8,2,110.8211,16,2025-10-26 14:21:20
BubbleSort,Paralela,5000,duplicates,3,8,8,3,117.2075,16,2025-10-26 14:21:21
BubbleSort,Paralela,5000,duplicates,3,8,8,4,110.9357,16,2025-10-26 14:21:21
BubbleSort,Paralela,5000,duplicates,3,8,8,5,114.2557,16,2025-10-26 14:21:21
BubbleSort,Serial,10000,random,0,1,1,1,4343.9137,16,2025-10-26 14:21:25
BubbleSort,Serial,10000,random,0,1,1,2,4210.3018,16,2025-10-26 14:21:29
BubbleSort,Serial,10000,random,0,1,1,3,6029.5452,16,2025-10-26 14:21:35
BubbleSort,Serial,10000,random,0,1,1,4,6226.6581,16,2025-10-26 14:21:42
BubbleSort,Serial,10000,random,0,1,1,5,6385.8365,16,2025-10-26 14:21:48
BubbleSort,Paralela,10000,random,1,2,2,1,2755.9641,16,2025-10-26 14:21:51
BubbleSort,Paralela,10000,random,1,2,2,2,2674.3004,16,2025-10-26 14:21:53
BubbleSort,Paralela,10000,random,1,2,2,3,2864.6637,16,2025-10-26 14:21:56
BubbleSort,Paralela,10000,random,1,2,2,4,2714.0914,16,2025-10-26 14:21:59
BubbleSort,Paralela,10000,random,1,2,2,5,2678.49,16,2025-10-26 14:22:02
BubbleSort,Paralela,10000,random,2,4,4,1,1288.119,16,2025-10-26 14:22:03
BubbleSort,Paralela,10000,random,2,4,4,2,1281.3528,16,2025-10-26 14:22:04
BubbleSort,Paralela,10000,random,2,4,4,3,1306.892,16,2025-10-26 14:22:06
BubbleSort,Paralela,10000,random,2,4,4,4,1316.1846,16,2025-10-26 14:22:07
BubbleSort,Paralela,10000,random,2,4,4,5,1343.3274,16,2025-10-26 14:22:08
BubbleSort,Paralela,10000,random,3,8,8,1,639.4099,16,2025-10-26 14:22:09
BubbleSort,Paralela,10000,random,3,8,8,2,636.4102,16,2025-10-26 14:22:10
BubbleSort,Paralela,10000,random,3,8,8,3,653.3511,16,2025-10-26 14:22:10
BubbleSort,Paralela,10000,random,3,8,8,4,628.1898,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,random,3,8,8,5,616.2677,16,2025-10-26 14:22:11
BubbleSort,Serial,10000,sorted,0,1,1,1,0.7268,16,2025-10-26 14:22:11
BubbleSort,Serial,10000,sorted,0,1,1,2,0.615,16,2025-10-26 14:22:11
BubbleSort,Serial,10000,sorted,0,1,1,3,0.6831,16,2025-10-26 14:22:11
BubbleSort,Serial,10000,sorted,0,1,1,4,1.2514,16,2025-10-26 14:22:11
BubbleSort,Serial,10000,sorted,0,1,1,5,0.9303,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,1,2,2,1,2.6723,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,1,2,2,2,2.8954,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,1,2,2,3,3.7316,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,1,2,2,4,2.5944,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,1,2,2,5,2.9999,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,2,4,4,1,4.8013,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,2,4,4,2,4.3582,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,2,4,4,3,5.1681,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,2,4,4,4,5.2714,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,2,4,4,5,4.4991,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,3,8,8,1,6.4669,16,2025-10-26 14:22:11
BubbleSort,Paralela,10000,sorted,3,8,8,2,8.1821,16,2025-10-26 14:22:12
BubbleSort,Paralela,10000,sorted,3,8,8,3,6.7024,16,2025-10-26 14:22:12
BubbleSort,Paralela,10000,sorted,3,8,8,4,7.6562,16,2025-10-26 14:22:12
BubbleSort,Paralela,10000,sorted,3,8,8,5,6.1475,16,2025-10-26 14:22:12
BubbleSort,Serial,10000,reversed,0,1,1,1,5649.6551,16,2025-10-26 14:22:17
BubbleSort,Serial,10000,reversed,0,1,1,2,5397.7191,16,2025-10-26 14:22:23
BubbleSort,Serial,10000,reversed,0,1,1,3,5392.7237,16,2025-10-26 14:22:28
BubbleSort,Serial,10000,reversed,0,1,1,4,5576.6572,16,2025-10-26 14:22:34
BubbleSort,Serial,10000,reversed,0,1,1,5,5442.4333,16,2025-10-26 14:22:39
BubbleSort,Paralela,10000,reversed,1,2,2,1,2773.6924,16,2025-10-26 14:22:42
BubbleSort,Paralela,10000,reversed,1,2,2,2,2741.8001,16,2025-10-26 14:22:44
BubbleSort,Paralela,10000,reversed,1,2,2,3,2756.1156,16,2025-10-26 14:22:47
BubbleSort,Paralela,10000,reversed,1,2,2,4,2731.9993,16,2025-10-26 14:22:50
BubbleSort,Paralela,10000,reversed,1,2,2,5,2835.913,16,2025-10-26 14:22:53
BubbleSort,Paralela,10000,reversed,2,4,4,1,1370.2634,16,2025-10-26 14:22:54
BubbleSort,Paralela,10000,reversed,2,4,4,2,1370.8171,16,2025-10-26 14:22:56
BubbleSort,Paralela,10000,reversed,2,4,4,3,1377.0282,16,2025-10-26 14:22:57
BubbleSort,Paralela,10000,reversed,2,4,4,4,1350.2739,16,2025-10-26 14:22:58
BubbleSort,Paralela,10000,reversed,2,4,4,5,1346.8117,16,2025-10-26 14:23:00
BubbleSort,Paralela,10000,reversed,3,8,8,1,686.6835,16,2025-10-26 14:23:00
BubbleSort,Paralela,10000,reversed,3,8,8,2,640.2999,16,2025-10-26 14:23:01
BubbleSort,Paralela,10000,reversed,3,8,8,3,644.1837,16,2025-10-26 14:23:02
BubbleSort,Paralela,10000,reversed,3,8,8,4,647.6319,16,2025-10-26 14:23:02
BubbleSort,Paralela,10000,reversed,3,8,8,5,642.6709,16,2025-10-26 14:23:03
BubbleSort,Serial,10000,duplicates,0,1,1,1,3551.9539,16,2025-10-26 14:23:06
BubbleSort,Serial,10000,duplicates,0,1,1,2,3559.3682,16,2025-10-26 14:23:10
BubbleSort,Serial,10000,duplicates,0,1,1,3,3611.5429,16,2025-10-26 14:23:14
BubbleSort,Serial,10000,duplicates,0,1,1,4,3541.7139,16,2025-10-26 14:23:17
BubbleSort,Serial,10000,duplicates,0,1,1,5,3550.3694,16,2025-10-26 14:23:21
BubbleSort,Paralela,10000,duplicates,1,2,2,1,1845.0266,16,2025-10-26 14:23:23
BubbleSort,Paralela,10000,duplicates,1,2,2,2,1845.82,16,2025-10-26 14:23:24
BubbleSort,Paralela,10000,duplicates,1,2,2,3,1857.145,16,2025-10-26 14:23:26
BubbleSort,Paralela,10000,duplicates,1,2,2,4,1845.1118,16,2025-10-26 14:23:28
BubbleSort,Paralela,10000,duplicates,1,2,2,5,1868.4639,16,2025-10-26 14:23:30
BubbleSort,Paralela,10000,duplicates,2,4,4,1,982.1017,16,2025-10-26 14:23:31
BubbleSort,Paralela,10000,duplicates,2,4,4,2,924.0521,16,2025-10-26 14:23:32
BubbleSort,Paralela,10000,duplicates,2,4,4,3,925.3917,16,2025-10-26 14:23:33
BubbleSort,Paralela,10000,duplicates,2,4,4,4,926.1525,16,2025-10-26 14:23:34
BubbleSort,Paralela,10000,duplicates,2,4,4,5,936.9836,16,2025-10-26 14:23:35
BubbleSort,Paralela,10000,duplicates,3,8,8,1,456.645,16,2025-10-26 14:23:35
BubbleSort,Paralela,10000,duplicates,3,8,8,2,488.4235,16,2025-10-26 14:23:36
BubbleSort,Paralela,10000,duplicates,3,8,8,3,451.4366,16,2025-10-26 14:23:36
BubbleSort,Paralela,10000,duplicates,3,8,8,4,470.4475,16,2025-10-26 14:23:37
BubbleSort,Paralela,10000,duplicates,3,8,8,5,453.8364,16,2025-10-26 14:23:37
