Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
BubbleSort,Serial,5000,reversed,0,1,1,4,15,989800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,reversed,0,1,1,5,16,100700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,1,2,2,1,4,881000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,1,2,2,2,4,836200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,1,2,2,3,5,049500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,1,2,2,4,5,365700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,1,2,2,5,5,308900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,2,4,4,1,2,045600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,2,4,4,2,1,786400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,2,4,4,3,1,819400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,2,4,4,4,1,752300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,2,4,4,5,2,010300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,3,8,8,1,1,360900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,3,8,8,2,1,176400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,3,8,8,3,1,235900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,3,8,8,4,1,135300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,reversed,3,8,8,5,1,486100,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,duplicates,0,1,1,1,9,562400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,duplicates,0,1,1,2,9,346700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,duplicates,0,1,1,3,9,777400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,duplicates,0,1,1,4,8,940500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,5000,duplicates,0,1,1,5,8,899000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,1,2,2,1,3,984900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,1,2,2,2,3,051600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,1,2,2,3,2,932400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,1,2,2,4,2,850400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,1,2,2,5,3,422600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,2,4,4,1,1,825600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,2,4,4,2,1,546200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,2,4,4,3,1,716200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,2,4,4,4,1,721400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,2,4,4,5,1,412700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,3,8,8,1,1,137900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,3,8,8,2,1,225000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,3,8,8,3,1,112900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,3,8,8,4,1,411700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,5000,duplicates,3,8,8,5,1,440400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,random,0,1,1,1,82,073500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,random,0,1,1,2,69,162900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,random,0,1,1,3,69,762600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,random,0,1,1,4,68,735900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,random,0,1,1,5,68,753900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,1,2,2,1,12,652800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,1,2,2,2,12,130700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,1,2,2,3,13,095500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,1,2,2,4,12,669400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,1,2,2,5,12,996700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,2,4,4,1,4,902600,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,2,4,4,2,4,450700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,2,4,4,3,4,784000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,2,4,4,4,5,380400,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,2,4,4,5,5,046100,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,3,8,8,1,3,042700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,3,8,8,2,2,347700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,3,8,8,3,2,247200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,3,8,8,4,2,792300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,random,3,8,8,5,2,603800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,sorted,0,1,1,1,0,014000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,sorted,0,1,1,2,0,010300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,sorted,0,1,1,3,0,010100,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,sorted,0,1,1,4,0,007000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,sorted,0,1,1,5,0,007300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,1,2,2,1,1,045800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,1,2,2,2,0,626200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,1,2,2,3,0,661500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,1,2,2,4,0,483100,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,1,2,2,5,0,458000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,2,4,4,1,0,604200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,2,4,4,2,0,741800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,2,4,4,3,0,903100,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,2,4,4,4,0,860800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,2,4,4,5,0,962200,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,3,8,8,1,1,454900,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,3,8,8,2,1,134300,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,3,8,8,3,1,079700,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,3,8,8,4,1,307000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Paralela,10000,sorted,3,8,8,5,1,170500,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,reversed,0,1,1,1,64,759000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,reversed,0,1,1,2,63,808800,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,reversed,0,1,1,3,63,498000,16,Mon Nov 03 16:38:34 GMT-03:00 2025
BubbleSort,Serial,10000,reversed,0,1,1,4,66,024500,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,reversed,0,1,1,5,63,853600,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,1,2,2,1,17,171900,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,1,2,2,2,17,138100,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,1,2,2,3,16,698300,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,1,2,2,4,16,739700,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,1,2,2,5,16,925500,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,2,4,4,1,5,435100,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,2,4,4,2,5,322400,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,2,4,4,3,5,579600,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,2,4,4,4,5,201700,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,2,4,4,5,4,989400,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,3,8,8,1,2,667900,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,3,8,8,2,2,295500,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,3,8,8,3,2,477900,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,3,8,8,4,2,258200,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,reversed,3,8,8,5,2,382400,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,duplicates,0,1,1,1,52,405700,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,duplicates,0,1,1,2,52,230700,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,duplicates,0,1,1,3,51,655100,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,duplicates,0,1,1,4,51,538800,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Serial,10000,duplicates,0,1,1,5,51,940800,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,duplicates,1,2,2,1,9,751300,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,duplicates,1,2,2,2,9,326500,16,Mon Nov 03 16:38:35 GMT-03:00 2025
BubbleSort,Paralela,10000,duplicates,1,2,2,3,9,031100,16,Mon Nov 03 16:38:35 GMT-03:00 2025
